screen_name,created_at,text,retweet_count,favorite_count,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
elonmusk,2020-02-06T19:13:04Z,@flcnhvy True,93,8608,flcnhvy,,,Twitter for iPhone,en,1225497655708733445
elonmusk,2020-02-06T19:03:25Z,Late night tweets … sigh,6502,100601,,,,Twitter for iPhone,en,1225495225612873736
elonmusk,2020-02-06T18:45:52Z,@Erdayastronaut @vincent13031925 We saw them a lot launching from Kwajalein in the early days of SpaceX,78,2619,Erdayastronaut,,,Twitter for iPhone,en,1225490809614667776
elonmusk,2020-02-06T18:36:31Z,New emoji! Last one comes with free phone hack. https://t.co/T3jjwZycog,4076,66526,,,,Twitter for iPhone,en,1225488457667141633
elonmusk,2020-02-06T18:21:25Z,@Mike_Seeley @WeReportSpace @SpaceX Great shot,54,1242,Mike_Seeley,,,Twitter for iPhone,en,1225484658479161344
elonmusk,2020-02-06T17:37:34Z,"@glenn22x @vincent13031925 Anything that doesn’t result in a smudgy image on lens cover glass. If you get a two part hydrophobic coating, probably better just to use first part.",53,1029,glenn22x,,,Twitter for iPhone,en,1225473621717606401
elonmusk,2020-02-06T17:30:27Z,@ndyf It begins …,82,3024,ndyf,,,Twitter for iPhone,en,1225471830015778827
elonmusk,2020-02-06T17:25:46Z,@vincent13031925 “The Nutcracker” is tho https://t.co/KS08x6wxfn,158,5703,vincent13031925,,,Twitter for iPhone,en,1225470651835854850
elonmusk,2020-02-06T11:02:46Z,@PavilsJurjans @BoredElonMusk 🤣🤣,46,2379,PavilsJurjans,,,Twitter for iPhone,,1225374269254840320
elonmusk,2020-02-06T10:59:13Z,@V1lding Haha,90,6983,PelleBrannvall,,,Twitter for iPhone,tl,1225373374924369920
elonmusk,2020-02-06T10:57:43Z,@archillect 💕,219,4089,archillect,,,Twitter for iPhone,,1225372996845678592
elonmusk,2020-02-06T10:56:39Z,"What if there was an AI programmed to want to pick as many strawberries as possible, and so it cultivated nothing but strawberries on all of Earth’s land? Then it would be Strawberry Fields Forever!",11513,147038,,,,Twitter for iPhone,en,1225372729991421953
elonmusk,2020-02-06T10:37:14Z,@engineers_feed Nice,119,4149,engineers_feed,,,Twitter for iPhone,en,1225367843685961728
elonmusk,2020-02-06T10:07:57Z,"@yourfavgas @archillect Fine, but that was an easy one",51,930,yourfavgas,,,Twitter for iPhone,en,1225360474839166976
elonmusk,2020-02-06T10:04:17Z,@yourfavgas @archillect New fins,44,601,yourfavgas,,,Twitter for iPhone,en,1225359550573940737
elonmusk,2020-02-06T10:03:18Z,@archillect Rococo basilisk,63,1200,archillect,,,Twitter for iPhone,tl,1225359304204656640
elonmusk,2020-02-06T09:35:31Z,REALiTi made while u wait https://t.co/jWRPAEufs8,2163,32636,,,,Twitter for iPhone,en,1225352310051758081
elonmusk,2020-02-06T09:21:06Z,@PPathole https://t.co/BkKeiIicYe,105,1662,PPathole,,,Twitter for iPhone,,1225348680812765185
elonmusk,2020-02-06T09:16:34Z,@yourfavgas Making progress,43,866,yourfavgas,,,Twitter for iPhone,en,1225347543606976512
elonmusk,2020-02-06T09:15:22Z,"All things in moderation, especially etymology",1165,23893,,,,Twitter for iPhone,en,1225347238240628737
elonmusk,2020-02-06T09:09:06Z,Essentially all quotes can be ascribed to Churchill,1293,30516,,,,Twitter for iPhone,en,1225345662570639361
elonmusk,2020-02-06T09:05:26Z,"No matter how many times u get hangry, you always think ur anger is real — Plato",7526,79801,,,,Twitter for iPhone,en,1225344741455409152
elonmusk,2020-02-06T07:55:15Z,Guess he’s not left-handed https://t.co/RLlzOLqh8U,25568,219669,,,,Twitter for iPhone,en,1225327079006330880
elonmusk,2020-02-06T07:46:52Z,@BraxtonKai @nichegamer 🤣,49,1895,BraxtonKai,,,Twitter for iPhone,,1225324968696852481
elonmusk,2020-02-06T02:37:28Z,@Erdayastronaut Tiny robots with lasers,249,7621,Erdayastronaut,,,Twitter for iPhone,en,1225247104282644480
elonmusk,2020-02-05T23:02:17Z,@9NewsAUS Starlink will be great for any sparsely populated areas with expensive or little to no connectivity!,283,5612,9NewsAUS,,,Twitter for iPhone,en,1225192950956744704
elonmusk,2020-02-05T22:07:46Z,@RationalEtienne 🤣🤣,75,3789,RationalEtienne,,,Twitter for iPhone,,1225179232747360257
elonmusk,2020-02-05T22:00:04Z,Putting that on my LinkedIn for sure,1527,43638,elonmusk,,,Twitter for iPhone,en,1225177296585330688
elonmusk,2020-02-05T21:59:10Z,"8th hottest song on Soundcloud!!
https://t.co/5FJNJYc9kA https://t.co/PmoBYJL4in",4365,60671,,,,Twitter for iPhone,en,1225177067618283521
elonmusk,2020-02-05T20:03:01Z,RT @SpaceX: Small satellite operators can now book their ride to orbit online → https://t.co/jqQxEdt4xp https://t.co/al67gIiiVK,1951,0,,SpaceX,,Twitter for iPhone,en,1225147837538873344
elonmusk,2020-02-05T17:31:22Z,Please send your resume to BuildStarship@spacex.com if you’re coming to the Starship career day in Boca Chica tomorrow,3589,49685,,,,Twitter for iPhone,en,1225109674904772608
elonmusk,2020-02-05T06:10:51Z,Starship Concerto in Zero G https://t.co/gkn05I1bvZ,7918,107821,,,,Twitter for iPhone,it,1224938416795717634
elonmusk,2020-02-05T05:26:11Z,@JaneidyEve Yes,57,2230,JaneidyEve,,,Twitter for iPhone,,1224927175364816898
elonmusk,2020-02-05T05:24:52Z,@teslaownersSV Yes,115,5297,teslaownersSV,,,Twitter for iPhone,,1224926842886508544
elonmusk,2020-02-05T05:23:16Z,Giga Texas?,3036,41177,,,,Twitter for iPhone,tl,1224926442527563776
elonmusk,2020-02-05T00:12:39Z,@archillect Uh oh,5514,26941,archillect,,,Twitter for iPhone,en,1224848274189967360
elonmusk,2020-02-04T09:30:44Z,@Erdayastronaut Have you tried a hydrophobic spray?,113,4346,Erdayastronaut,,,Twitter for iPhone,en,1224626331641700352
elonmusk,2020-02-04T09:28:18Z,"This is mainly for staffing up 4 production shifts for 24/7 operations, but engineers, supervisors &amp; support personnel are certainly needed too. A super hardcore work ethic, talent for building things, common sense &amp; trustworthiness are required, the rest we can train.",1293,20831,elonmusk,,,Twitter for iPhone,en,1224625719659110400
elonmusk,2020-02-04T09:19:05Z,"Starship career day at the Stargate building (Boca Chica Blvd, TX) this Thursday from 3pm to 9pm!",1656,28507,,,,Twitter for iPhone,en,1224623398460018688
elonmusk,2020-02-04T00:13:15Z,Going max hardcore on design/production Starship here in Boca. It’s awesome! Feels a bit like a Mars simulator.,2203,57868,,,,Twitter for iPhone,en,1224486034576199680
elonmusk,2020-02-03T22:25:02Z,@justpaulinelol @reto_siegrist @flcnhvy @thirdrowtesla Definitely!,52,1170,justpaulinelol,,,Twitter for iPhone,en,1224458800553512961
elonmusk,2020-02-03T22:05:17Z,@reto_siegrist @flcnhvy @thirdrowtesla Yes,97,2989,reto_siegrist,,,Twitter for iPhone,,1224453832312115200
elonmusk,2020-02-03T21:50:28Z,🔥🔥🔥,7592,119954,,,,Twitter for iPhone,,1224450102254657540
elonmusk,2020-02-03T17:14:41Z,"@CathieDWood @sbarnettARK @jwangARK @ARKInvest First, we need to make it super safe &amp; easy to use, then determine greatest utility vs risk. From initially working to volume production &amp; implantation is a long road. As with vehicle safety, it will be much harder to pass our internal standards than minimum regulatory standards.",140,2502,CathieDWood,,,Twitter for iPhone,en,1224380698783555584
elonmusk,2020-02-03T06:30:39Z,"@flcnhvy @Tesla @thirdrowtesla Ok sure 😀 Btw, we recruit great engineers from almost anywhere in the world, so this shouldn’t be thought of as USA only. Also, work location can be Bay Area (preferred), but Austin (many of our chip designers are there) or potentially any Tesla Gigafactory.",229,5112,flcnhvy,,,Twitter for iPhone,en,1224218624514314240
elonmusk,2020-02-03T05:34:13Z,"Nothing medically dangerous, but 5g is getting a bit too greedy with their spectrum land grab https://t.co/1NlQCbeyE5",3246,47919,,,,Twitter for iPhone,en,1224204420273098752
elonmusk,2020-02-03T05:31:51Z,"@TeslaGong @indiealexh @mojosusan @BLKMDL3 @ElonsBrain @CathieDWood @ARKInvest Intuitively, that should be straightforward to address, but there could be complexities I’m unaware of",39,682,TeslaGong,,,Twitter for iPhone,en,1224203828209311745
elonmusk,2020-02-03T05:25:53Z,"@indiealexh @mojosusan @BLKMDL3 @TeslaGong @ElonsBrain @CathieDWood @ARKInvest True, it has general applications beyond fast, high precision micro-electrode insertion that automatically avoids the vasculature",40,628,indiealexh,,,Twitter for iPhone,en,1224202323456557056
elonmusk,2020-02-03T05:03:54Z,"@TeslaGong @ElonsBrain @CathieDWood @ARKInvest It will ultimately be used to make up for entire lost sections of the brain due to stroke/accident/congenital. Don’t want to get too excited, but the potential is truly transformational for restoring brain &amp; motor functions. There is no other way to do it imo.",159,1805,TeslaGong,,,Twitter for iPhone,en,1224196793845657600
elonmusk,2020-02-03T04:59:52Z,@DOfaquarius @CathieDWood @ARKInvest Wait until you see the next version vs what was presented last year. It’s *awesome*.,120,1599,DOfaquarius,,,Twitter for iPhone,en,1224195776131272704
elonmusk,2020-02-03T04:58:22Z,@ElonsBrain @CathieDWood @ARKInvest Probably this summer,55,953,ElonsBrain,,,Twitter for iPhone,en,1224195399822405633
elonmusk,2020-02-03T04:57:50Z,"@ajtourville @CathieDWood @ARKInvest Yeah, it looks like a medieval torture device, but is nonetheless currently used in many human studies! Not hard to be way better.",47,740,ajtourville,,,Twitter for iPhone,en,1224195264551976960
elonmusk,2020-02-03T04:53:18Z,@PPathole PyTorch is the most frequently used external tool set/library,120,1625,PPathole,,,Twitter for iPhone,en,1224194125844701184
elonmusk,2020-02-03T04:07:01Z,"Our NN is initially in Python for rapid iteration, then converted to C++/C/raw metal driver code for speed (important!). Also, tons of C++/C engineers needed for vehicle control &amp; entire rest of car. Educational background is irrelevant, but all must pass hardcore coding test.",2065,19364,elonmusk,,,Twitter for iPhone,en,1224182478501482497
elonmusk,2020-02-03T03:22:53Z,"@CathieDWood @ARKInvest The profound impact of high bandwidth, high precision neural interfaces is underappreciated. Neuralink may have this in a human as soon as this year. Just needs to be unequivocally better than Utah Array, which is already in some humans &amp; has severe drawbacks.",231,1919,CathieDWood,,,Twitter for iPhone,en,1224171371003097088
elonmusk,2020-02-03T01:14:30Z,@TheReal_Psyche Sorry!,64,1669,TheReal_Psyche,,,Twitter for iPhone,en,1224139061193072641
elonmusk,2020-02-02T21:57:20Z,@SamTalksTesla A PhD is definitely not required. All that matters is a deep understanding of AI &amp; ability to implement NNs in a way that is actually useful (latter point is what’s truly hard). Don’t care if you even graduated high school.,1855,21945,SamTalksTesla,,,Twitter for iPhone,en,1224089444963311616
elonmusk,2020-02-02T21:53:17Z,"@John_Gardi Not needed, but will be very useful on Mars due to light speed latency",52,984,John_Gardi,,,Twitter for iPhone,en,1224088422400372740
elonmusk,2020-02-02T21:48:53Z,Tesla will hold a super fun AI party/hackathon at my house with the Tesla AI/autopilot team in about four weeks. Invitations going out soon.,5777,106770,,,,Twitter for iPhone,en,1224087317364854785
elonmusk,2020-02-02T19:23:27Z,"We are (obviously) also looking for world-class chip designers to join our team, based in both Palo Alto &amp; Austin",703,14549,elonmusk,,,Twitter for iPhone,en,1224050718107209730
elonmusk,2020-02-02T19:20:42Z,"Dojo, our training supercomputer, will be able to process vast amounts of video training data &amp; efficiently run hypersparce arrays with a vast number of parameters, plenty of memory &amp; ultra-high bandwidth between cores. More on this later.",427,7955,elonmusk,,,Twitter for iPhone,en,1224050025564725248
elonmusk,2020-02-02T19:14:33Z,"Our custom 144 TOPS in-vehicle inference computer, where almost every TOP is useable &amp; optimized for NN, far exceeds anything else in volume production, giving you the hardware you need to run sophisticated nets",249,4948,elonmusk,,,Twitter for iPhone,en,1224048478214590465
elonmusk,2020-02-02T19:01:13Z,"Tesla will soon have over a million connected vehicles worldwide with sensors &amp; compute needed for full self-driving, which is orders of magnitude more than everyone else combined, giving you the best possible dataset to work with",956,13226,elonmusk,,,Twitter for iPhone,en,1224045120670064641
elonmusk,2020-02-02T18:54:54Z,"“At Tesla, using AI to solve self-driving isn’t just icing on the cake, it the cake” - @lexfridman 

Join AI at Tesla! It reports directly to me &amp; we meet/email/text almost every day. My actions, not just words, show how critically I view (benign) AI.

https://t.co/iF97zvYZRz",5120,45378,,,,Twitter for iPhone,en,1224043531951583233
elonmusk,2020-02-02T01:55:12Z,"@flcnhvy @Astronomiaum Unfortunately, this is true. It doesn’t matter how skilled you are if you’re trapped in a giant bureaucracy.",360,5302,flcnhvy,,,Twitter for iPhone,en,1223786915691925505
elonmusk,2020-02-02T01:23:17Z,@RenataKonkoly @nichegamer @justpaulinelol Desperate times call for desperate measures …,57,917,RenataKonkoly,,,Twitter for iPhone,en,1223778885004713987
elonmusk,2020-02-02T01:19:05Z,"@Astronomiaum Only 66 years from first controlled, powered flight to landing on the moon. Now, half a century later, we are still unable to return. This must change.",705,8736,Astronomiaum,,,Twitter for iPhone,en,1223777828824584192
elonmusk,2020-02-02T01:12:45Z,@marialauraadr @justpaulinelol @nichegamer Haha true,33,606,spacexers,,,Twitter for iPhone,tl,1223776235421077504
elonmusk,2020-02-02T00:05:14Z,@nichegamer @justpaulinelol The safest place to hide a dead body is the second page of Google search results!,188,1828,elonmusk,,,Twitter for iPhone,en,1223759243213508609
elonmusk,2020-02-02T00:04:06Z,"@nichegamer @justpaulinelol Trolls/bots just need to be deemphasized relative to probable real people who aren’t being paid to push an agenda or scam. Google still shows bs/scam pages, they’re just several clicks away.",76,1011,nichegamer,,,Twitter for iPhone,en,1223758956616650753
elonmusk,2020-02-01T23:58:21Z,"@justpaulinelol @nichegamer This was a huge problem for search engines until Google applied the citation relevance principle aka PageRank, among many other things https://t.co/qSfqTpfzb2",54,1026,elonmusk,,,Twitter for iPhone,en,1223757510227775492
elonmusk,2020-02-01T23:53:20Z,@justpaulinelol @nichegamer Report as soon as you see it. Troll/bot networks on Twitter are a *dire* problem for adversely affecting public discourse &amp; ripping people off. Just dropping their prominence as a function of probable gaming of the system would be a big improvement.,113,1552,justpaulinelol,,,Twitter for iPhone,en,1223756247612186625
elonmusk,2020-02-01T23:47:25Z,@nichegamer The crypto scam level on Twitter is reaching new levels. This is not cool.,179,2492,nichegamer,,,Twitter for iPhone,en,1223754759921897472
elonmusk,2020-02-01T19:37:05Z,@MarcelMeijer @Tesla Yes,37,894,MarcelMeijer,,,Twitter for iPhone,,1223691762004348934
elonmusk,2020-02-01T19:36:49Z,"@engineers_feed We should make buildings out of high-strength steel, not concrete (which needs steel in it anyway)",211,3853,engineers_feed,,,Twitter for iPhone,en,1223691695310635008
elonmusk,2020-02-01T00:34:19Z,@austinhwade Nice,103,8724,wirehits,,,Twitter for iPhone,en,1223404176111292417
elonmusk,2020-02-01T00:17:58Z,"Don’t Doubt ur Vibe now on Spotify
https://t.co/yyLgnF4d7q",8610,61788,,,,Twitter for iPhone,en,1223400060655935495
elonmusk,2020-01-31T18:22:34Z,"RT @thirdrowtesla: With great pleasure, we bring to you @ElonMusk's Story Part 2!!! 

Thank you Elon for sharing with us. 

We can't wait to do this again! 

https://t.co/Pl1SdGDne9",611,0,,thirdrowtesla,,Twitter for iPhone,en,1223310620809990152
elonmusk,2020-01-31T10:25:30Z,https://t.co/LoVC2RYN72,3224,53407,elonmusk,,,Twitter for iPhone,,1223190561399721984
elonmusk,2020-01-31T09:54:33Z,@vincent13031925 I appreciate the kind words!,108,3280,vincent13031925,,,Twitter for iPhone,en,1223182775492186117
elonmusk,2020-01-31T09:44:04Z,@IamKarenBoBaran @georgezachary Those old ladies are wise https://t.co/f1uxKvCfbB,78,1147,IamKarenBoBaran,,,Twitter for iPhone,en,1223180136650067969
elonmusk,2020-01-31T09:19:19Z,"@georgezachary Meant to say other forms of “the cold”, not influenza https://t.co/38sqqL3f7i",46,696,elonmusk,,,Twitter for iPhone,en,1223173907081056256
elonmusk,2020-01-31T09:12:59Z,@georgezachary There is considerable conflation of diagnosis &amp; contraction of “corona”. Actual virality is much lower than it would seem. I think this will turn out to be comparable to other forms of influenza. World War Z it is not.,148,1812,georgezachary,,,Twitter for iPhone,en,1223172311546724352
elonmusk,2020-01-31T07:48:00Z,@BenYu604 I become Tiesto at night,344,7384,BenYu604,,,Twitter for iPhone,en,1223150924136247296
elonmusk,2020-01-31T07:46:00Z,@Kevin702 🤣🤣,33,791,Kevin702,,,Twitter for iPhone,,1223150424057774081
elonmusk,2020-01-31T06:40:13Z,Vibbbe https://t.co/21WKNOnMXZ,14458,152117,,,,Twitter for iPhone,en,1223133867772502019
elonmusk,2020-01-31T06:30:34Z,I wrote the lyrics &amp; performed the vocals!!,2044,43128,elonmusk,,,Twitter for iPhone,en,1223131438318374912
elonmusk,2020-01-31T06:29:08Z,Be … cause … it’s … you,1033,22444,elonmusk,,,Twitter for iPhone,en,1223131078610710528
elonmusk,2020-01-31T06:22:50Z,https://t.co/6lz3prQ2pF,18644,194035,,,,Twitter for iPhone,,1223129492702425088
elonmusk,2020-01-31T06:20:03Z,"Don’t Doubt ur Vibe
https://t.co/5FJNJXUxW0",21609,99144,,,,Twitter for iPhone,en,1223128794396938241
elonmusk,2020-01-31T05:01:20Z,😅 this song is hard,1030,26704,elonmusk,,,Twitter for iPhone,en,1223108984921440256
elonmusk,2020-01-31T04:36:54Z,Hope you’re enjoying the simulation https://t.co/nj9JTJc4lL,27017,296338,,,,Twitter for iPhone,en,1223102834498949121
elonmusk,2020-01-31T02:39:13Z,Be … cause … it’s … true,1297,43229,elonmusk,,,Twitter for iPhone,en,1223073217155231745
elonmusk,2020-01-31T01:04:13Z,@poebist крипто,95,1494,poebist,,,Twitter for iPhone,sr,1223049311358877696
elonmusk,2020-01-31T00:20:21Z,Releasing soon on Emo G Records!,927,31838,elonmusk,,,Twitter for iPhone,en,1223038271925571584
elonmusk,2020-01-30T23:00:44Z,"@Erdayastronaut @Blamblas @latimes @SpaceX @blueorigin Exactly. Mars propellant production will combine atmospheric CO2 &amp; water (ice) to make CH4 (methane) &amp; O2. Will do same on Earth long-term. Short-term, each Falcon flight uses roughly same fuel mass as a 747 flight. Falcon is ~71% oxygen &amp; Starship is ~78%, so mostly not fuel.",234,3386,Erdayastronaut,,,Twitter for iPhone,en,1223018233638207488
elonmusk,2020-01-30T21:47:22Z,@thirdrowtesla This number won’t leave me alone! 🤣🤣,285,8842,thirdrowtesla,,,Twitter for iPhone,en,1222999770471362560
elonmusk,2020-01-30T20:41:37Z,Just wrote a song called “Don’t doubt yer vibe”,17413,189792,,,,Twitter for iPhone,en,1222983224437035008
elonmusk,2020-01-30T06:18:26Z,@waitbutwhy @NSF @kottke we r smôl,674,13989,waitbutwhy,,,Twitter for iPhone,cy,1222765999746732033
elonmusk,2020-01-30T06:10:32Z,"RT @Erdayastronaut: Veritical video might be a sin... so consider me a sinner 😈 Is
 there such thing as too zoomed in? 😂 here’s a preview of #Starlink-3 at 5000mm, 4K - 120 FPS. More to come 👌 beautiful launch today!!! @SpaceX @elonmusk https://t.co/rsVAjv3eJf",2689,0,,Erdayastronaut,,Twitter for iPhone,en,1222764008941342721
elonmusk,2020-01-30T03:13:12Z,🕺,6884,111412,,,,Twitter for iPhone,,1222719384658968577
elonmusk,2020-01-29T19:52:57Z,"@jeff_foust @SciGuySpace Ok, not so bad",45,963,jeff_foust,,,Twitter for iPhone,en,1222608588134207488
elonmusk,2020-01-29T19:52:20Z,@SciGuySpace Who is hating on ISRU &amp; why? Doesn’t make sense.,99,1676,SciGuySpace,,,Twitter for iPhone,en,1222608433402142720
elonmusk,2020-01-29T19:08:09Z,A friend just sent me this excerpt from a Tesla blog I wrote 14 years ago https://t.co/Hr8w52ithY,35863,355724,,,,Twitter for iPhone,en,1222597315023654912
elonmusk,2020-01-29T18:57:08Z,"@SciGuySpace Tonnage delivered to orbit, normalized to LEO, would be interesting to see",65,1564,SciGuySpace,,,Twitter for iPhone,en,1222594544123797504
elonmusk,2020-01-29T18:56:13Z,"@SciGuySpace If all goes well, Falcon 9 will achieve triple digits this year",201,4598,SciGuySpace,,,Twitter for iPhone,en,1222594311868469248
elonmusk,2020-01-29T15:10:35Z,RT @SpaceX: Ms. Tree caught a fairing half – our third successful catch! https://t.co/VJU8asg4gS,2269,0,,SpaceX,,Twitter for iPhone,en,1222537528357486592
elonmusk,2020-01-29T15:10:27Z,RT @SpaceX: Falcon 9’s first stage has landed on the Of Course I Still Love You droneship – our 49th successful landing of an orbital class booster https://t.co/QyR3zyPcIp,6211,0,,SpaceX,,Twitter for iPhone,en,1222537498502414336
elonmusk,2020-01-29T15:10:20Z,RT @SpaceX: Liftoff! https://t.co/rFRtJuTXFL,3275,0,,SpaceX,,Twitter for iPhone,en,1222537467548463105
elonmusk,2020-01-29T03:56:03Z,@FuturamaKing Ice,47,2237,FuturamaKing,,,Twitter for iPhone,,1222367778046275584
elonmusk,2020-01-29T03:53:44Z,@DJTopherLee 8.5 bar,189,3855,DJTopherLee,,,Twitter for iPhone,,1222367193293213696
elonmusk,2020-01-29T03:51:38Z,Liquid nitrogen cryogenic strength test underway ☃️ https://t.co/qRPBLInqm0,2919,66220,,,,Twitter for iPhone,en,1222366667579117568
elonmusk,2020-01-29T03:45:52Z,🪑,1595,29255,elonmusk,,,Twitter for iPhone,,1222365216379301888
elonmusk,2020-01-29T03:44:42Z,@universal_sci Matter is extremely fluffy!,264,6265,universal_sci,,,Twitter for iPhone,en,1222364921729470466
elonmusk,2020-01-28T19:34:43Z,Chairs are underappreciated,32304,296150,,,,Twitter for iPhone,en,1222241613256130562
elonmusk,2020-01-28T05:30:00Z,The stars in Starship’s mirrored hull reflected,1726,53181,,,,Twitter for iPhone,en,1222029032704892928
elonmusk,2020-01-28T05:16:12Z,@DavidDobrik !,4051,128208,DavidDobrik,,,Twitter for iPhone,,1222025559032713216
elonmusk,2020-01-28T00:39:05Z,"RT @NASA: Who says Dragons aren’t real? 🔥🐲

Capture the excitement of a rocket launch and apply to tour @NASAKennedy and witness the next @SpaceX #Dragon capsule blast off to the @Space_Station on March 2. Hurry! Applications close Feb. 2 at 11:59pm ET: https://t.co/fdbLdVTeON https://t.co/OTmX7KLQDd",1154,0,,NASA,,Twitter for iPhone,en,1221955820377821190
elonmusk,2020-01-28T00:15:15Z,@John_Gardi @Erdayastronaut Already being done,73,2190,John_Gardi,,,Twitter for iPhone,en,1221949826046230529
elonmusk,2020-01-28T00:01:40Z,"@Erdayastronaut Parent material strength roughly doubles, so weld strength is the only real question mark",83,2515,Erdayastronaut,,,Twitter for iPhone,en,1221946404131745798
elonmusk,2020-01-27T23:52:36Z,@HarryStoltz1 @Erdayastronaut @SpaceX First two domes of SN1 are almost complete,86,1742,HarryStoltz1,,,Twitter for iPhone,en,1221944126033342466
elonmusk,2020-01-27T23:51:01Z,@Erdayastronaut Yes,83,2096,Erdayastronaut,,,Twitter for iPhone,,1221943727347970056
elonmusk,2020-01-27T23:30:09Z,Starship 9m test tank made 7.5 bar at room temp! Small leak at a weld doubler. Will be repaired &amp; retested at cryo. https://t.co/Bz3lrwkYRU,1519,29235,,,,Twitter for iPhone,en,1221938474233868288
elonmusk,2020-01-27T14:32:10Z,"RT @SpaceX: Standing down today due to strong upper level winds. Next launch opportunity is tomorrow at 9:28 a.m. EST, or 14:28 UTC.",1219,0,,SpaceX,,Twitter for iPhone,en,1221803088392179719
elonmusk,2020-01-27T08:03:54Z,"RT @SpaceX: Weather is 50% favorable for tomorrow’s launch of 60 Starlink satellites at 9:49 a.m. EST, 14:49 UTC. Webcast will go live ~15 minutes before liftoff → https://t.co/gtC39uBC7z https://t.co/6ajTQ2znOi",1227,0,,SpaceX,,Twitter for iPhone,en,1221705376351096832
elonmusk,2020-01-26T20:23:02Z,@EvaFoxU @Jf323Jf @naturenick The good old days!,67,1458,EvaFoxU,,,Twitter for iPhone,en,1221528997994958848
elonmusk,2020-01-26T06:33:42Z,@Jf323Jf @naturenick We’re working on it,127,5227,Jf323Jf,,,Twitter for iPhone,en,1221320287259484160
elonmusk,2020-01-25T21:18:36Z,@spongbob_facts Too niche,102,6073,spongbob_facts,,,Twitter for iPhone,en,1221180591762071553
elonmusk,2020-01-25T21:02:53Z,"A Tesla works as a boat for short periods of time, as an electric car has no air intake or exhaust to block &amp; battery/motor/electronics are water-sealed. Submarines are just underwater EVs. 
https://t.co/1U63ZoVj3q https://t.co/KKfcUQGYnL",4937,46660,,,,Twitter for iPhone,en,1221176639339425792
elonmusk,2020-01-25T18:36:12Z,@flcnhvy Nice,100,8329,flcnhvy,,,Twitter for iPhone,en,1221139723986456576
elonmusk,2020-01-25T18:30:28Z,Meme necromancy https://t.co/8aPtXju7gF,11543,116508,,,,Twitter for iPhone,en,1221138280059551744
elonmusk,2020-01-25T05:35:57Z,"@IheartTesla @EvaFoxU @Tesla Going with nomenclature of Giga [most widely understood location name] vs Giga #, so Giga Shanghai, Giga Nevada, Giga New York &amp; Giga Berlin",169,2107,elonmusk,,,Twitter for iPhone,en,1220943367753699329
elonmusk,2020-01-25T05:31:10Z,"@IheartTesla @EvaFoxU @Tesla For sure. Giga Berlin will build sustainable energy vehicles using sustainable energy, so net environmental impact will be extremely positive!",227,4140,IheartTesla,,,Twitter for iPhone,en,1220942162046541824
elonmusk,2020-01-25T05:27:04Z,@teslaownersSV @Kristennetten @EvaFoxU @Tesla Yes,58,1368,teslaownersSV,,,Twitter for iPhone,,1220941133506699264
elonmusk,2020-01-25T05:25:25Z,@HarryStoltz1 @EvaFoxU @Tesla Yes,72,1495,HarryStoltz1,,,Twitter for iPhone,,1220940716219650048
elonmusk,2020-01-25T05:24:47Z,@Kristennetten @EvaFoxU @Tesla Exactly!,44,920,Kristennetten,,,Twitter for iPhone,en,1220940556827652096
elonmusk,2020-01-25T05:22:39Z,@EvaFoxU @Tesla Giga Berlin / GF4 will absolutely be designed with sustainability and the environment in mind,127,1455,elonmusk,,,Twitter for iPhone,en,1220940018589388800
elonmusk,2020-01-25T05:17:04Z,"@EvaFoxU @Tesla Sounds like we need to clear up a few things! Tesla won’t use this much net water on a daily basis. It’s possibly a rare peak usage case, but not an everyday event. Also, this is not a natural forest — it was planted for use as cardboard &amp; only a small part will be used for GF4.",403,6062,EvaFoxU,,,Twitter for iPhone,en,1220938613862436865
elonmusk,2020-01-24T18:00:26Z,@Erdayastronaut @TrevorMahlmann @Tesla V3 Supercharger deployment will accelerate considerably this year,355,6898,Erdayastronaut,,,Twitter for iPhone,en,1220768333097771011
elonmusk,2020-01-24T02:54:47Z,https://t.co/sGnhzoThtK,11451,149916,,,,Twitter for iPhone,,1220540421639634944
elonmusk,2020-01-23T20:33:35Z,"@Everman @Erdayastronaut Yeah, system should adapt to most likely destination &amp; anticipate school, then work, if that’s owner preference",56,1507,Everman,,,Twitter for iPhone,en,1220444489736773638
elonmusk,2020-01-23T20:30:47Z,@Everman @Erdayastronaut Definitely,41,852,Everman,,,Twitter for iPhone,en,1220443783143350274
elonmusk,2020-01-23T20:29:34Z,@Erdayastronaut Ok,213,13079,Erdayastronaut,,,Twitter for iPhone,,1220443477286313989
elonmusk,2020-01-23T15:27:51Z,"@SciGuySpace We should have a base on the moon, a city on Mars",430,5922,SciGuySpace,,,Twitter for iPhone,en,1220367547364716544
elonmusk,2020-01-23T06:44:49Z,@flcnhvy @amancalledscott @ChrisDungeon @mithunoorath I love that Heart of Gold is moved by Infinite Improbability,155,2957,flcnhvy,,,Twitter for iPhone,en,1220235924447145989
elonmusk,2020-01-23T06:12:10Z,@amancalledscott @ChrisDungeon @mithunoorath We should strive to extend the light of consciousness into the cosmos,1246,15252,amancalledscott,,,Twitter for iPhone,en,1220227704571727872
elonmusk,2020-01-23T05:25:05Z,@Nicchiban_ Star Peace ✌️,157,3801,Nicchiban_,,,Twitter for iPhone,en,1220215857072214017
